,Rate_Mean,RMSSD,MeanNN,SDNN,SDSD,CVNN,CVSD,MedianNN,MadNN,MCVNN,TINN,HTI,LF,HF,VHF,LFHF,LFn,HFn,LnHF,SD1,SD2,SD2SD1,CSI,CVI,CSI_Modified,SampEn
0,0.8245681457433521,-0.3177674564460818,-0.8339069031852381,-0.2457527689838342,-0.31939037544297666,-0.14385735971341088,-0.1868278686878682,-0.8319540903767787,-0.12967825889920753,-0.031374614841430296,-0.24566573877259906,-0.6927183536959508,6.447027590585914,0.06863664556056691,-0.017838254906674397,1.9897872065548365,2.373567715734642,-0.8048670987546855,0.5659316106156972,-0.31939037544297666,-0.2429376272705621,-0.09227552354796961,-0.09227552354796961,-0.22799458891913427,-0.24259005062466044,-0.5913644228236998
1,-1.5533614522393013,1.653259012286518,1.6063993226622462,0.447355159457435,1.6576755380818466,0.1915136055477747,1.4278102651370919,1.747689103638322,0.13546727540912193,-0.09779119153647182,0.15304023453909632,-0.8899385878838826,-0.13954328420467144,0.2792097931440638,2.9703718034149356,-0.308528995542768,-0.3104534722862612,-0.1177899674228274,0.9004244134349088,1.6576755380818466,0.3314459326489778,-0.7059397870232406,-0.7059397870232406,1.1676640371429836,-0.2767224824391949,0.4977386076293658
2,1.1012392194224256,-0.07583382532940554,-1.0779241519899418,0.1612211243070076,-0.08164086724770837,0.3105054783674278,0.14314802323270315,-0.8821937354788792,0.08123296025033858,0.18956176634916627,0.22609604171501765,0.21500674263947114,-0.31501496132584267,-0.07938610027149237,-0.29440338109916403,-0.32579859175152726,-0.3560573678406777,-0.16975325658145515,0.3376488829318599,-0.08164086724770837,0.14239188596116215,0.13740325576799514,0.13740325576799514,0.20115805109545595,0.0022423135954220542,-0.5986815327901904
3,-0.5326821549683285,0.6612737904218384,0.4789184393429283,0.4063599382129505,0.6788269827644093,0.313141964456648,0.6429006083754453,0.6261302937895353,0.23188383287925401,0.12855935354842182,0.5152578553809659,0.01681409665304118,-0.3950984927009133,-0.19241406247469175,0.11661257119344969,-0.3520903161525312,-0.4049264443497224,-0.02581720434051104,0.1484372198703547,0.6788269827644093,0.3229552173420833,-0.23482774680181473,-0.23482774680181473,0.7451191505002478,-0.07835165272933454,-0.7537298323212824
4,1.7143515138033127,-0.9432461575077679,-1.5631167308513125,-0.9183268381495651,-0.9395392353166272,-0.7564138760783903,-0.7985779385223312,-1.7805215442156541,-0.6693628509369695,-0.47372702866159944,-1.4558988626086777,-0.4506882106395094,-0.37892447276442104,0.807078712588825,-0.17912227267720315,-0.37970258641455173,-0.3910556985244382,3.5139237569401924,1.4726412984946888,-0.9395392353166272,-0.8596828238060465,-0.33658838765478694,-0.33658838765478694,-1.1836887935676705,-0.547361583554869,0.5207825670622175
5,1.4086785658009702,-1.6609581114553098,-1.3446152656336312,-0.6300312364421236,-1.6596332842480255,-0.47661016989398,-1.6874142252640913,-1.5965290308214133,-1.1910379473416672,-1.0454662504455512,-0.46223036259418493,2.2002466129033973,-0.30694334897792797,-0.496234054322937,-0.2853331830200763,0.02657867445639456,0.14252248946959864,-0.5941585454494368,-0.8424902040435621,-1.6596332842480255,-0.5281015308544369,1.3692889596904723,1.3692889596904723,-1.3303321614751737,0.07506664386073383,0.4633208024166345
6,-0.24359810268618357,-1.1164510390179492,0.1917187005808667,0.01751820122689189,-1.11707169128056,-0.019907670769972383,-1.2448540101906442,0.43001500032511336,-1.1139306191486482,-1.1251234416000238,-0.20427119030203736,-0.5454038567034977,1.2390024603936807,-0.46787213351296075,-0.2063817083037603,2.9567614168569984,1.0286334757248703,-1.2725408505194387,-0.7472621932747412,-1.11707169128056,0.10777182259797723,1.3940806287514866,1.3940806287514866,-0.49541879012551543,0.48150453502385177,-0.8063017068609198
7,1.7228585322989483,-1.0897002499257784,-1.6039557274336538,-0.4437562554994833,-1.0930471994769617,-0.2466211870963324,-0.9688581598831733,-2.388903793096481,0.07753276417799379,0.42285139197908794,-0.4638042025866511,2.494122215244155,-0.44854547533082056,-0.5257602619154432,-0.269252327417948,-0.31640389507925737,-0.45593454882881823,-1.1389922362067462,-1.1497183440582748,-1.0930471994769617,-0.3944671192437919,0.557558872638605,0.557558872638605,-0.8284869560457512,-0.09773894868040318,1.8030113962709948
8,-0.12888681227014281,-0.9732072042188171,0.09923269563203525,-0.8501690433556446,-0.9684594839652384,-0.851277067464629,-1.0754687004898127,-0.3210033308880559,-1.3464737594439882,-1.2989667502114615,-1.1184369632555684,-0.7716689301221831,-0.3316677726679312,-0.2224815027494898,1.0393336984228114,-0.30901258319998354,-0.31201786712815244,-0.12106144690350659,0.04821670484923084,-0.9684594839652384,-0.7858494544189378,-0.19783879268017804,-0.19783879268017804,-1.0907104292143255,-0.485394138212572,0.27071855541687007
9,0.784773804618297,0.023978930908163935,-0.7968786349137572,-0.06151967604970037,0.0338162083708797,0.03892016915341925,0.20110407005291908,-0.7579191531586759,-1.3951455788583549,-1.3188933933597065,-0.3619959269461741,-0.4499892427423151,-0.43722446104263635,-0.4947890895190317,-0.3163462720386522,-0.31486889734925005,-0.2778360528384592,0.25408117801269553,-1.3552675187980308,0.0338162083708797,-0.10882313191266865,-0.22177687589104905,-0.22177687589104905,0.09199738886566552,-0.23580306513668023,-1.1494510580646573
