,psdtheta_1,psdalpha_1,psdbeta_1,psdtheta_2,psdalpha_2,psdbeta_2,psdtheta_3,psdalpha_3,psdbeta_3,psdtheta_4,psdalpha_4,psdbeta_4,psdtheta_5,psdalpha_5,psdbeta_5,psdtheta_6,psdalpha_6,psdbeta_6,psdtheta_7,psdalpha_7,psdbeta_7,psdtheta_8,psdalpha_8,psdbeta_8,psdtheta_9,psdalpha_9,psdbeta_9,psdtheta_10,psdalpha_10,psdbeta_10,psdtheta_11,psdalpha_11,psdbeta_11,psdtheta_12,psdalpha_12,psdbeta_12,psdtheta_13,psdalpha_13,psdbeta_13,psdtheta_14,psdalpha_14,psdbeta_14
0,-0.13760747265947595,-0.13723843650283976,-0.11699671562701691,-0.08061196564994633,-0.08111785542590538,-0.10877306565959073,-0.14668286375538508,-0.18292906098010986,-0.22977146767918358,-0.27377882086139965,-0.2739623172967751,-0.33960668089949586,-0.35307229591202005,-0.36376708852558404,-0.30274045200094224,-0.05001474516899494,-0.06590601715773944,-0.06627668876919952,-0.20470690703144234,-0.20589155050859995,-0.1633820454177967,-0.20772196859109385,-0.2028377700817429,-0.21428460673391042,-0.20208979073271452,-0.2020938958295678,-0.22454835771439044,-0.20567205165952657,-0.20327470463691097,-0.17457036095700734,-0.23933232327210188,-0.23760430854415962,-0.17481427827869683,-0.27279631865349196,-0.27903377758428444,-0.2756212148826679,-0.24317717192370816,-0.24282889268273328,-0.2329581335081073,-0.21958851975973392,-0.21969274488603074,-0.2224784454270979
1,-0.1391735798468682,-0.13868521846276366,-0.1175989555213763,-0.09620717917797857,-0.09633786774040204,-0.11029288906824701,-0.11905141252789374,-0.10416972301110342,-0.0911781792205012,-0.13265218995849148,-0.13188285104042782,-0.2750076164604345,-0.21879434180563412,-0.22221878148396945,-0.198975105535792,-0.2119300367147529,-0.20493697312615633,-0.1445345068484069,-0.16908713244783768,-0.1702862486592905,-0.2157259053124471,-0.14792755066893332,-0.14590401862319913,-0.16167105002414953,-0.1664898225212328,-0.15798898421107777,-0.13793334946553676,-0.14698868229936082,-0.14490238599253616,-0.13496127323984464,-0.1836065874058273,-0.19908568478476793,-0.22024914277235874,-0.19051867241487347,-0.17800824455614642,-0.16768211651388912,-0.19781000550626604,-0.20359765730964696,-0.20967563179511997,-0.20004436732237516,-0.20014553623310405,-0.2069110063480023
2,-0.12768960935233697,-0.12753852946328942,-0.11041956170723587,-0.10120304145522273,-0.10125903969213206,-0.0983809038417938,-0.10576489624153636,-0.10569883799850571,0.04220901425250548,-0.1625924910875282,-0.16221838933393162,0.025383507940564556,-0.25661326687909947,-0.26218058846591213,0.00755484522104733,-0.15643684259019663,-0.15231261655902442,-0.05765953726927881,-0.17722376908671897,-0.17846066631356813,-0.1386748232432141,-0.17312679217291027,-0.16992826725580196,-0.10133898475951136,-0.1404794441911574,-0.10832412105869432,0.014033459249067862,-0.16430181495498308,-0.1621613846537805,-0.08436407130937465,-0.1670936762692408,-0.16682858330722697,-0.08712732712901416,0.02360669992779289,0.02369090169208996,0.01882694215984822,-0.2102560345565088,-0.20977784451441422,-0.1652216154251298,-0.15018097770407163,-0.15037699236829902,-0.0711932455713131
3,-0.15897189919400448,-0.15812293109873288,-0.13111141116321728,-0.10067363045499615,-0.10073900016580181,-0.09796377330409567,-0.06962936969589943,-0.030775279689480697,-0.003793193546210513,-0.16408827895738198,-0.16370514464051086,-0.052754205051229484,-0.3054915386949341,-0.3136521065286971,-0.2192970430998418,-0.11422893676838654,-0.10658341302987942,-0.08569248302903323,-0.19077243332026475,-0.19198107136149944,-0.16023644182311242,-0.1870847927290513,-0.18320416502203457,-0.164320016507806,-0.18156530121958092,-0.18116694848550774,-0.09573849717243776,-0.1857479330256941,-0.18347224775782026,-0.1562287380857053,-0.20779408843849081,-0.20670022423865828,-0.12427012320774296,-0.07861347689790091,-0.07830622611583145,-0.07880954563507651,-0.23101431517686113,-0.2306174673072526,-0.1950136266907019,-0.19355019367011916,-0.1936874766641918,-0.15888340323052105
4,-0.11048041034707985,-0.11071250523951527,-0.09903100029160913,-0.11150571307372903,-0.11133725694076514,-0.08905083057522742,0.049650632904978204,0.050012399717369156,0.05497528402843492,-0.12009256782148718,-0.1195088595662861,0.008725725651592993,-0.07476483638712995,-0.07067190850090947,-0.14563515880797534,-0.07909969369275091,-0.0789088315124524,-0.0691362919507656,-0.10242161236265539,-0.10380557631012426,-0.14343836933506326,-0.1167118632351889,-0.11626730544591693,-0.13786967050070595,0.06450195609222922,0.058619971837047244,-0.06695119581737848,-0.0890661697636767,-0.08739518300785187,-0.09168158564308715,0.0076297354525407726,0.004330228949094222,-0.09644429334871514,-0.028710207032452743,-0.02845470043721988,-0.03080114143759014,-0.14573240189886238,-0.14500686960027115,-0.18646976972033766,-0.01686808846200806,-0.017255284808366887,-0.11691256499068725
5,-0.12614681530620933,-0.12600032727516478,-0.10924413364688897,-0.05500336462133766,-0.03706429608359289,0.26319334802577815,2.1547270450064664,2.1622189359946686,2.1962259251861513,0.9186722440668532,1.2126585129580798,1.9627207536652844,0.44273187282253484,0.4759076057373796,0.44617042728632245,1.812368779281324,1.8333367655140853,1.1084425361136563,0.29916428795383065,0.2979548609033286,0.28471991357044335,0.11947903993821535,0.10900219964802033,0.09867794215665077,0.524706516736065,0.5402167175687645,0.6227228403958203,0.11922338539976962,0.12021208226621526,0.11158098348336687,0.6495627136714675,0.6348416194936418,0.5569281332224344,2.80550552698202,2.807603923317778,2.718896620391357,0.007961817509412323,0.009749897164810136,0.018150695986663464,0.24920040773033647,0.24932334252101823,0.2396412376324196
6,-0.1304715687451177,-0.1301892249380383,-0.11190311436520448,-0.10165430272618095,-0.10167973648626413,-0.09231725461597651,0.03891367351622777,0.05523130032769921,0.037231321527935124,-0.10506610144633831,-0.10419867672812064,-0.09161055282767484,-0.18293808960126848,-0.18446864842954577,-0.17719014825175097,-0.10696842709798053,-0.09819037175779838,-0.08997757753963881,-0.1448056670551751,-0.14604874508861082,-0.17614440936971168,-0.13877205338229323,-0.1372025511453452,-0.14700046256521923,-0.039023169353588176,-0.05090537854380829,-0.09152584668958971,-0.1270250592194026,-0.12506576835794733,-0.12233759802156646,-0.07093239834468905,-0.07300402483002967,-0.14375561301680703,0.1660480764659402,0.1881409965011485,0.14767864478655565,-0.1724410433906387,-0.1755610219260463,-0.1960862513335908,-0.0981879950735461,-0.09838097282630694,-0.1371663687584794
7,-0.12165940613966558,-0.12164975838790826,-0.1266550538085732,-0.13643955742286223,-0.13827122509240405,-0.1362157831451642,-0.3541543267349225,-0.3543543217086785,-0.35155508004303765,-0.47630838063091285,-0.4869904221101699,-0.46231986417079063,-0.38817435893245805,-0.40671577152038846,-0.34423683387985143,-0.31849500708898404,-0.3062692936663841,-0.20506226917068293,-0.25168433515926225,-0.25373311526922576,-0.26155284839416937,-0.22944032140961823,-0.22536622164125528,-0.2261502786032292,-0.2799172857883937,-0.2814466122592041,-0.2775062844911367,-0.21041959764420945,-0.2118712387966176,-0.1915478559862848,-0.30702485744572816,-0.3068845294884475,-0.29757336658375216,-0.3792337519000828,-0.37862183462308635,-0.36788532635160004,-0.25642882161570296,-0.25613795036119213,-0.25189854606337436,-0.23896872525114976,-0.24163493823603813,-0.24748964453291994
8,-0.191232707872126,-0.189655724652743,-0.1551776160802775,-0.10094967985833603,-0.10920906815620511,-0.13321898573855379,-0.3007019922096127,-0.30074405538360244,-0.2972939268225817,3.352931197782524,2.739817713119832,-0.15167590750547902,1.3196864380927054,1.1016707626362157,-0.2050556889383092,-0.2970179644291634,-0.28972029620073075,-0.19604585269671126,0.8297272313492301,0.6509616340048263,-0.16521262193949443,0.5095351976556616,0.3641251514283001,-0.16719526300451243,1.1963975873162758,0.9781350583933661,-0.13405364394117494,0.5259024503238469,0.40182191320817084,-0.13445154971341028,2.0399407699481547,1.6210196733323592,-0.10965441477690545,-0.3155944434677967,-0.31485073668703256,-0.30565329366913585,0.25998587283903557,0.17782370861087085,-0.20580525688092016,0.7844358413276065,0.6154275073919108,-0.16014838548494978
9,-0.11570826531496256,-0.10620885573380874,-0.09194241922428688,-0.08796293301053189,-0.08449752867534792,-0.08343685030981404,-0.181341275364274,-0.17027026743086374,-0.16002866456219825,-0.3889732751395611,-0.38970836535607556,-0.3506360622177366,-0.29060761683431174,-0.28965024221181057,-0.2267168072777062,-0.21403733536097813,-0.20693544406745387,-0.14571337492991443,-0.1921948388266075,-0.18933920380138342,-0.19534259316679609,-0.17730956800832065,-0.17025508115334848,-0.16924396927952026,-0.14199296671670808,-0.1407897112507185,-0.12426309142789829,0.6098781668112535,0.5993610412958679,0.10992681428984075,-0.18661941233574944,-0.17776189165923503,-0.17602148282027272,-0.22221281141568996,-0.2115520606563255,-0.20115084705555444,-0.21407801272960356,-0.21360040325327748,-0.2089314983395335,-0.23687027996053014,-0.23694192791788488,-0.24088837181218833
